No,인증구분,인증기관,건물구분,건물용도,지역,주소,건물명,신청업체명,연면적,인증등급,인증일자,인증취소일자
771,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,제주,제주특별자치도 제주시 신산로15길 35,인화초 급식실 개축공사,제주시교육지원청,962.282,5,2025.04.04,-
772,예비인증,한국부동산원,주거용 이외,운동시설,제주,제주특별자치도 서귀포시 중산간서로 95,서귀포시 종합체육관,서귀포시청,8958.47,4,2025.04.04,-
773,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,충북,충북 제천시 칠성로 105,제천고 그린스마트스쿨 조성공사(주2동),충청북도제천교육지원청,8385.46,4,2025.04.04,-
774,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,전북,"전북특별자치도 김제시 진봉면 고사리 일반 3717, 외 1필지",진봉면 행정복지센터,김제시청,1457.92,4,2025.04.03,-
775,예비인증,한국부동산원,주거용 이외,업무시설,경남,"경상남도 합천군 대양면  일반, 배미동길 33-56",합천 - 창녕간 합천지사 신축 설계용역,한국도로공사,5977.64,4,2025.04.03,-
776,예비인증,한국교육녹색환경연구원,주거용 이외,업무시설,전남,"전라남도 영암군 덕진면 노송리 일반 1091-8   , 외 25필지",강진-광주간 영암지사,한국도로공사,4265.34,4,2025.04.03,-
777,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,충남,"충청남도 계룡시 신도안면 남선리 일반 303 , ",계룡대 근무지원단 어린이집 신축,국방시설본부,2819.41,5,2025.04.03,-
778,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,충남,"충청남도 청양군 화성면 산정리 일반 176 , ",청양군 화성면 기초생활거점조성사업,청양군,726.00,4,2025.04.03,-
779,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경남,"경상남도 하동군 화개면 탑리 일반 631 , 외 3필지",하동소방서 화개119안전센터,경상남도청,996.71,5,2025.04.02,-
780,예비인증,한국녹색기후기술원,주거용 이외,업무시설,경남,"경상남도 밀양시 무안면 무안리 일반 812 -9   , 외 7필지",무안면 다기능 복합센터,밀양시청,"2,092.21",4,2025.04.01,-
781,예비인증,한국생산성본부인증원,주거용 이외,문화 및 집회시설,경북,"경상북도 상주시 사벌국면 삼덕리 일반 361 , 외 18필지",상주박물관 수장고,상주박물관,4260.41,3,2025.04.01,-
782,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,전북,"전북특별자치도 완주군 봉동읍 제내리 일반 1249, 장구리 622",대용량 LiB-UPS 시스템 단위 안전성 평가센터,한국전기안전공사,762.17,+,2025.03.31,-
783,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,강원,"강원특별자치도 삼척시 성남동  일반 30  -2   , 삼척동해사무소",농산물품질관리원 삼척동해사무소,국립농산물품질관리원 강원지원,738.79,4,2025.03.31,-
784,예비인증,한국교육녹색환경연구원,주거용 이외,업무시설,전남,"전라남도 무안군 현경면 양학리 일반 103 , 번지일원",무안군 첨단농업복합단지(5개동),무안군청,"8,287.00",4,2025.03.31,-
785,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,경남,"경상남도 거제시 장평동  일반, 127번지",(가칭)장평고등학교,경상남도교육청,15564.72,4,2025.03.28,-
786,예비인증,한국부동산원,주거용 이외,교육연구시설,경기,"경기도 포천시 신북면 기지리 일반 647 -1   , 외 2필지(산71-1, 산71-3)",포천시 농업기술센터 농업인 종합교육관 건립공사,포천시농업기술센터,2155.77,4,2025.03.28,-
787,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,강원,"강원특별자치도 속초시 조양동  일반, 891번지 일원",속초중학교 이전 설계용역 신축공사,속초양양교육지원청,8466.72,4,2025.03.27,-
788,예비인증,한국녹색기후기술원,주거용 이외,제2종 근린생활시설,강원,"강원특별자치도 인제군 인제읍 남북리 산, 45번지 외 4필지",인제형 스마트 워케이션센터 조성사업,인제군청,"3,665.27",4,2025.03.27,-
789,예비인증,한국부동산원,주거용 이외,운수시설,경북,"경상북도 울릉군 울릉읍 사동리 산 144 -2   , (울릉공항 건설부지 내)",울릉공항 Landside 건설공사,한국공항공사,6836.29,+,2025.03.27,-
790,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,충남,"충청남도 태안군 소원면 모항리 일반 1323-237 , 외 4필지",만리포 워케이션 센터,태안군청,690.75,5,2025.03.27,2025.07.15
791,예비인증,한국환경건축연구원,주거용 이외,운수시설,울산,울산 북구 산업로 1103,울산공항 장비고 및 관리동,한국공항공사 울산공항,"2,791.4",3,2025.03.27,-
792,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,대구,"대구광역시 수성구 노변동  일반 19  -4   , 외 4필지",노변동 19-4 근린생활시설 신축공사,(주)고려엠텍,7490.49,5,2025.03.27,-
793,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경북,경북 칠곡군 왜관읍 군청3길 13,경상북도교육청 칠곡도서관 신축공사,경상북도칠곡교육지원청,3228.7913,4,2025.03.25,-
794,예비인증,한국부동산원,주거용 이외,국방·군사시설,경북,경북 경산시 원효로36길 58,소라아파트 철거 후 증축,국방시설본부,2406.88,4,2025.03.24,-
795,예비인증,한국환경건축연구원,주거용 이외,문화 및 집회시설,경남,"경상남도 밀양시 부북면 가산리 일반, 82번지 외 2필지",밀양연극교육체험관,밀양시청,2970.66,4,2025.03.21,-
796,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,전남,전남 강진군 강진읍 중앙로 205,강진중 그린스마트스쿨,전라남도교육청,"3,317.40",2,2025.03.20,-
797,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,충남,충남 천안시 서북구 입장면 하장4길 37,다가치행복센터 ,한국농어촌공사 천안지사,812.88,5,2025.03.20,-
798,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경남,"경상남도 창원시  진해구 경화동  일반, 980번지 외 50필지",교육사 기초군사교육단 신교대대 생활관,국방시설본부,"5,504.30",4,2025.03.19,-
799,예비인증,한국교육녹색환경연구원,주거용 이외,공장,전남,"전라남도 화순군 화순읍 내평리 일반, 735",바이오헬스 융복합 지식산업센터,화순군청,10518.38,4,2025.03.19,-
800,예비인증,한국부동산원,주거용 이외,교육연구시설,충북,"충청북도 청주시  일반, 흥덕구 오송읍 봉산리 1323",수소가스안전 허브센터,한국가스안전공사,5357.98,4,2025.03.19,-
801,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,경북,"경상북도 김천시 신음동  일반 200 -22  , 외 3필지",김천시 농촌신활력플러스사업 웰라이프 파밍필드	,한국농어촌공사 경북지역본부,976.13,5,2025.03.18,2025.08.08
802,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,전남,전남 화순군 화순읍 동헌길 9-7,화순초 그린스마트스쿨,전라남도교육청,"3,388.50",1,2025.03.18,-
803,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 파주시 문산읍 이천리 일반 522 -1   , 일대",1사단 전차대대 병영생활관,국방시설본부,2140.04,4,2025.03.18,-
804,예비인증,한국환경건축연구원,주거용 이외,업무시설,경남,"경상남도 하동군 진교면 진교리 일반 426 -42  , 경상남도 하동군 진교면 진교리 426-42",하동군 진교면청사,하동군청,"1,484.41",4,2025.03.17,-
805,예비인증,한국교육녹색환경연구원,주거용 이외,제2종 근린생활시설,경북,"경상북도 경산시 와촌면 대한리 553 -2   , ",팔공산국립공원 경산 영천분소,국립공원공단 동부지역본부,332.28,5,2025.03.17,-
806,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,충북,"충청북도 보은군 마로면 기대리 일반 271 -3   , 번지외 6",보은한우 유전자 클라우드 연구센터,보은군청,"1,174.40",4,2025.03.17,-
807,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경기,경기 성남시 분당구 야탑로 76,분당경찰서 야탑지구대,경기도남부경찰청,525.26,5,2025.03.17,-
808,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,인천,인천 중구 축항대로2번길 26,인방사 도서파견대 지원시설 신축공사 설계용역,국방시설본부,2676.38,5,2025.03.14,-
809,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,충남,충남 서산시 번화3길 6-2,동문동 도시재생 뉴딜사업 (문화교류플랫폼) 신축공사,서산시청,1254.41,4,2025.03.13,-
810,예비인증,한국녹색기후기술원,주거용 이외,국방·군사시설,경기,"경기도 광명시 가학동  일반 1053-1   , 외 25필지",취사식당 신축공사 (10방),국방시설본부,583.69,5,2025.03.13,-
811,예비인증,한국녹색기후기술원,주거용 이외,판매시설,경기,"경기도 파주시 와동동  일반 1415, ",로컬푸드 복합센터,파주시청(공공건축과),1955.46,4,2025.03.10,-
812,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 철원군 동송읍 오지리 산 92  -1   , , 이평리 80-6번지",22-국-00부대 설계용역 (B541)  철원 121공병대대 병영생활관,국방시설본부,"5,485.56",4,2025.03.07,-
813,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경기,"경기도 오산시 부산동  일반 792 , ",부산동 생활문화센터,오산시청,959.92,4,2025.03.07,-
814,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,전북,전북특별자치도 전주시 덕진구 번영로 230-14,(가칭)전주보름 특수학교 신축 설계용역,전북특별자치도교육청,"11,085.71",4,2025.03.06,-
815,예비인증,한국교육녹색환경연구원,주거용 이외,제1종 근린생활시설,강원,"강원특별자치도 평창군 봉평면 창동리 396 -3   , ",봉평면 로컬푸드직매장,평창군청,652.93,3,2025.03.06,-
816,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,경북,"경상북도 포항시  북구 두호동  일반 1108, 두호고등학교 운동부 연수실",두호고등학교 운동부 연수실,포항교육지원청,924.93,5,2025.03.06,-
817,예비인증,한국부동산원,주거용 이외,국방·군사시설,인천,인천 강화군 서도면 볼음도길 441-64,볼음도 통합 병영생활관,국방시설본부,2352.36,5,2025.03.06,-
818,예비인증,한국교육녹색환경연구원,주거용 이외,관광 휴게시설,전남,"전라남도 구례군 구례읍 봉서리 일반 181 , 번지일대",섬진강 대숲길 스마트 복합쉼터,구례군청,708.240,5,2025.03.05,-
