No,인증구분,인증기관,건물구분,건물용도,지역,주소,건물명,신청업체명,연면적,인증등급,인증일자,인증취소일자
135,예비인증,한국생산성본부인증원,주거용 이외,국방·군사시설,경기,"경기도 평택시 서탄면 적봉리 일반 124-4, 외 13필지",칠성대성당,국방시설본부,835.74,5,2025.10.17,-
136,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,서울,서울 성북구 보문사길 50,서울동신초등학교 그린스마트 미래학교 개축공사,서울특별시 성북강북교육지원청,8194.16,4,2025.10.17,-
137,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,경남,"경상남도 양산시 동면 석산리 일반 1478-6, ",양산소방서 119구조대,경상남도청,992.57,5,2025.10.16,-
138,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 양평군 양평읍 회현리, 94, 119-2",7군단 2신속대응사단 본청 신축 ,국방시설본부,2203.11,5,2025.10.16,-
139,예비인증,한국녹색기후기술원,주거용 이외,업무시설,인천,"인천광역시 남동구 간석동  일반 212-2, 외 4필지",LH 연동형 청년주택,최광옥,18935.0534,5,2025.10.16,-
140,예비인증,한국부동산원,주거용 이외,교육연구시설,대구,대구 북구 공항로 50,대구북중학교 본관동,대구미래배움터 주식회사,3680.13,4,2025.10.16,-
141,예비인증,한국부동산원,주거용 이외,교육연구시설,대구,대구 서구 국채보상로55길 21,평리중학교 본관동,대구미래배움터 주식회사,2928.22,4,2025.10.16,-
142,예비인증,한국녹색기후기술원,주거용 이외,종교시설,서울,"서울특별시 관악구 신림동 , 신림2재정비촉진지구",성림교회 신축공사,진용훈,8846.59,5,2025.10.16,-
143,예비인증,한국부동산원,주거용 이외,업무시설,서울,서울 강서구 양천로60길 40,등촌동 638-4번지 SH매입주택(비주거),주식회사 에스에이치등촌,9236.92,5,2025.10.16,-
144,예비인증,한국부동산원,주거용,공동주택,서울,서울 강서구 양천로60길 40,등촌동 638-4번지 SH매입주택(주거),주식회사 에스에이치등촌,9236.92,5,2025.10.16,-
145,본인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,전남,전남 진도군 진도읍 교동1길 122,아리랑 굿센터,진도군청(굿센터),727.02,4,2025.10.15,-
146,예비인증,한국건설생활환경시험연구원,주거용 이외,공장,경남,경남 진주시 도동로 128,상평산단 휴폐업공장 리모델링 사업,진주시청,3312.65,1,2025.10.14,-
147,예비인증,한국부동산원,주거용 이외,노유자시설,경북,"경상북도 경주시 천군동  산 30-92, 번지 일대",경북 장애인가족 공립 복합힐링센터,경상북도,7031.38,5,2025.10.14,-
148,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,충북,충북 영동군 황간면 남성1길 25,그린스마트스쿨 황간초 임대형 민자사업(BTL),충북미래배움터(주),2971.03,4,2025.10.14,-
149,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,서울,"서울특별시 양천구 신월동  일반 161-9, ",신월3동 도시재생 앵커시설,양천구청,703.40,5,2025.10.14,-
150,예비인증,한국녹색기후기술원,주거용 이외,운동시설,전북,"전북특별자치도 순창군 순창읍 순화리 1000, ",순창 창의예술미래공간 신축 설계용역,전북특별자치도 순창교육지원청,5283.57,4,2025.10.13,-
151,예비인증,한국생산성본부인증원,주거용 이외,공장,충남,"충청남도 금산군 금성면 하신리 일반 745, ",금산군 공공임대형 지식산업센터,금산군청,6347.2200,5,2025.10.13,-
152,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,경기,"경기도 양평군 양평읍 창대리 일반 104, 외 19필지",7군지단 행정동,국방시설본부,1596.42,5,2025.10.13,-
153,예비인증,한국부동산원,주거용 이외,교육연구시설,대구,대구 달성군 구지면 창리로11길 45-11,구지초등학교 본관동,대구미래배움터 주식회사,3697.78,4,2025.10.13,-
154,예비인증,한국녹색기후기술원,주거용 이외,업무시설,서울,"서울특별시 송파구 잠실동  일반 196-9, ",마이퍼스트레이디,(주)마이퍼스트레이디,4727.55,5,2025.10.13,-
155,본인증,한국생산성본부인증원,주거용 이외,국방·군사시설,경기,"경기도 포천시 창수면 고소성리 일반 335, 외 2필지",5포병여단 8포병단 병영생활관,국방시설본부,4299.50,2,2025.10.02,-
156,예비인증,한국녹색기후기술원,주거용 이외,묘지 관련 시설,강원,"강원특별자치도 철원군 서면 자등리 산 143, 외 2필지",철원군 종합장사시설,철원군청,4995.39,3,2025.10.02,-
157,예비인증,한국녹색기후기술원,주거용 이외,문화 및 집회시설,경북,"경상북도 구미시 선산읍 노상리 일반 335, 외 24필지",구미 선산 목재체험장,구미시,973.22,5,2025.10.02,-
158,예비인증,한국부동산원,주거용 이외,제2종 근린생활시설,경기,"경기도 평택시 고덕동  일반 2690-1, ",평택고덕 A-56BL 민간참여 공공주택 건설사업(근린생활시설 및 부대시설),대우건설,198271.65,5,2025.10.02,-
159,예비인증,한국부동산원,주거용 이외,교육연구시설,경기,"경기도 오산시 양산동  일반 121, ",(가칭) 동탄11고 외 3교 신축공사 양산1중학교,경기도화성오산교육지원청,15691.74,4,2025.10.02,-
160,예비인증,한국생산성본부인증원,주거용 이외,제2종 근린생활시설,광주,"광주광역시 동구 학동  일반 664-4, ",광주광역시 동구 학동 664-4번지 외 6필지 근린생활시설,유한회사 태강홀딩스,7990.13,5,2025.10.02,-
161,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,부산,"부산광역시 강서구 미음동  일반 1529-5, ",SMR 보조기기 제작지원센터,부산광역시건설본부,"2,308.00",4,2025.10.02,-
162,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,서울,"서울특별시 중랑구 면목동  일반 1316-8, 용마폭포공원",중랑구 천문과학관,서울특별시 중랑구청,1275.62,4,2025.10.02,-
163,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,강원,"강원특별자치도 철원군 서면 와수리 589-5, ",김화공업고등학교 모듈러 생활관 증축공사,강원특별자치도교육청,4634.87,5,2025.10.01,-
164,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,경북,"경상북도 구미시 산동읍  일반, 하이테크밸리 8BL-01-004",방산항공우주 탄소소재 부품 랩 팩토리센터,재단법인 경북테크노파크,2721.05,+,2025.10.01,-
165,예비인증,한국환경건축연구원,주거용 이외,업무시설,경북,경북 울진군 후포면 울진대게로 108-33,울진해양경찰서 함정승조원지원시설,울진해양경찰서,2728.45,4,2025.10.01,-
166,예비인증,한국건설생활환경시험연구원,주거용 이외,문화 및 집회시설,경북,"경상북도 포항시  북구 환호동  일반, 349답 외 11필지",포항시립미술관 제2관,포항시청,5881.12,2,2025.10.01,-
167,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,충북,충북 진천군 덕산읍 예지로 43,옥동초 거점형 늘봄센터 증축공사,진천교육지원청,1537.58,4,2025.10.01,-
168,예비인증,한국부동산원,주거용 이외,교육연구시설,경기,"경기도 화성시 봉담읍 상리 일반 677, ",(가칭)동탄11고 외 3교 신축공사 (봉담2-1 초등학교),경기도화성오산교육지원청,10583.03,4,2025.10.01,-
169,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경기,"경기도 이천시 설성면 금당리 일반 126-1,  ,126-9번지",설성면 기초생활거점조성 문화복지센터 건립사업,이천시,649.67,5,2025.10.01,-
170,예비인증,한국녹색기후기술원,주거용 이외,교정시설,경기,경기 여주시 가남읍 양화로 107,여주교도소 여성수용동 증축공사,법무부,1540.94,3,2025.10.01,-
171,예비인증,한국부동산원,주거용 이외,숙박시설,대구,"대구광역시 군위군 군위읍 동부리 일반, 602전, 604-2전, 630대, 635-2대, 964-21전",군위 세대아우름 워케이션,군위군청,1210.86,3,2025.10.01,-
172,예비인증,한국녹색기후기술원,주거용 이외,업무시설,부산,"부산광역시 사하구 신평동  일반, 647-1, 647-5","사하구 보훈회관, 치매안심센터 등 복합시설",사하구청,6337.90,4,2025.10.01,-
173,예비인증,한국교육녹색환경연구원,주거용,공동주택,서울,서울 광진구 용마산로 17-1,광진구 중곡동 117-7번지 외 2필지 도시형생활주택,(주)이창스틸,2165.41,5,2025.10.01,-
174,예비인증,한국생산성본부인증원,주거용 이외,노유자시설,강원,강원특별자치도 속초시 중앙시장로 57-10,금호동경로당(그린리모델링),속초시청,262.51,2,2025.09.30,-
175,예비인증,한국생산성본부인증원,주거용 이외,노유자시설,강원,강원특별자치도 속초시 대포항1길 52,대포동경로당(그린리모델링),속초시청,429.50,4,2025.09.30,-
176,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경남,경남 남해군 미조면 미송로 11-29,미조활력센터,한국농어촌공사 하동남해지사,702.58,5,2025.09.30,-
177,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경남,"경상남도 함양군 안의면 이전리 일반 48-2, ",함양소방서 안의 119 안전센터 ,경상남도청,985.51,5,2025.09.30,-
178,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,전남,전남 담양군 담양읍 죽향대로 1072,(가칭)담빛배움터 II관 증축공사,전라남도담양교육지원청,1903.43,4,2025.09.30,-
179,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,세종,"세종특별자치시 세종시 해밀동  663, 해밀고등학교 학교필지 내",해밀고 교사 증축공사,세종특별자치시교육청,6185.21,4,2025.09.30,-
180,예비인증,한국녹색기후기술원,주거용 이외,문화 및 집회시설,울산,"울산광역시 울주군 온양읍 고산리 일반 443-8, 외 5필지",울주 문화원사,울주군청,1611.38,4,2025.09.30,-
181,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,서울,서울 금천구 범안로 1242,금천 국제외국어센터,금천구청,1161.819,4,2025.09.30,-
182,본인증,한국생산성본부인증원,주거용 이외,교육연구시설,광주,광주 북구 금남로 99,"광주수창초등학교(개축동, 실내야구연습장)",광주광역시동부교육지원청,8787.6,5,2025.09.29,-
183,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,전북,전북특별자치도 익산시 금마면 용순신기길 48-69,전북과학고 기숙사 및 교사동 증측사업,전북특별자치도익산교육지원청,8404.31,4,2025.09.29,-
184,예비인증,한국교육녹색환경연구원,주거용 이외,제1종 근린생활시설,충북,"충청북도 옥천군 옥천읍 금구리 일반 3-1, ",충청지방통계청 옥천분소 청사,충청지방통계청,789.74,5,2025.09.29,-
185,예비인증,한국부동산원,주거용 이외,교육연구시설,경기,"경기도 화성시 신동  일반 264, ",(가칭) 동탄11고 외 3교 신축공사 [동탄11고등학교],경기도화성오산교육지원청,19408.61,4,2025.09.29,-
186,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,부산,"부산광역시 서구 암남동  일반 620-2, 외2",수산식품산업 클러스터 조성사업,부산광역시건설본부,17544.23,4,2025.09.29,-
187,예비인증,한국생산성본부인증원,주거용,공동주택,경기,"경기도 평택시 고덕동 , 고덕동 일원",평택 고덕국제신도시 Abc-25BL 공동주택,(주)비에스한양,144219.87,5,2025.09.29,-
188,예비인증,한국환경건축연구원,주거용,공동주택,인천,"인천광역시 중구 운남동  일반 1696-1, ",인천영종하늘도시 A20BL 공동주택,주식회사 신일,94253.0031,5,2025.09.29,-
189,예비인증,한국환경건축연구원,주거용,공동주택,인천,"인천광역시 중구 운남동  1695-2, ",인천영종하늘도시 A19BL 공동주택,주식회사 신일,77462.2590,5,2025.09.29,-
190,본인증,한국생산성본부인증원,주거용 이외,공장,경북,경북 경산시 화랑로 140-10,한국조폐공사 다목적종합복지시설 증축,한국조폐공사,1260.00,4,2025.09.26,-
191,예비인증,한국녹색기후기술원,주거용 이외,국방·군사시설,경남,"경상남도 창원시  진해구 제황산동  일반 1-1, 외 34필지",24-D-00부대 설계용역-시설전대 체육관,국방시설본부,1409.23,5,2025.09.26,-
